,PC1,PC2,PC3,PC4,PC5
27,-1.9845229846270291,-0.4797035861495534,0.983108573307231,0.28011344396393917,-0.04133882126234175
28,-2.029983077261344,-0.08833030533558044,0.6895369362470316,0.3076108058032698,0.11723125265798345
29,-2.0971639812348712,-0.07779901386054522,0.6339041648913705,0.3622314043230303,0.1800889145258141
30,-2.22028321487346,0.17588847112299894,0.4811139046198212,0.4427673158080127,0.3820247160511989
31,-2.110923316563215,0.4499661002565528,0.3134513439924899,0.42624898221309865,0.30270226423126306
33,-2.3714088716024926,0.11476705775695223,0.49717989808194535,0.65683691978086,0.25177010163087077
34,-2.1921116964793774,0.45884670559693486,-0.3353119008414984,0.5426192388837457,0.36581947905768303
35,-2.2296086080106283,0.38266630593075407,0.14970393672518686,0.47131366995885154,0.28666703516666775
36,-2.367483346700226,-0.9827410676199568,1.284597155173688,0.23560297531532567,-0.0437984420728049
37,-2.2733184883709963,-1.3075367312170434,1.3773551468207241,0.09924181985577137,-0.16836912123386705
38,-2.1849342575601045,-0.9801084914409881,1.0961623416010735,0.01639416514021739,-0.11142423266759617
39,-1.9613979382624036,-0.1528180867439644,0.7609734443864249,-0.09497266766505695,-0.24053885579623013
40,-1.9143967754705786,0.4700352718941988,0.29209931615512214,-0.060333538428226335,-0.1377649970589937
41,-1.610493461121988,0.4134474477655,-0.22841591373947212,-0.16679272214400997,-0.1759438504763351
42,-1.624355872114522,0.43515427103701537,0.014792492364152619,-0.16202331800723788,-0.2572495476460142
43,-1.6264746540545212,0.26396908235570365,-0.11666108298300791,-0.05282459477137436,-0.13666033381935994
44,-1.6749825496875919,0.08057921711672945,-0.06261481973732382,-0.09713924800065665,-0.11381247201142328
45,-1.6413832372810426,0.6119021330019957,-0.23970726374774437,-0.12594336150821364,-0.09138314426570202
46,-1.6282261024772742,0.21009315282366256,-0.11863660230207577,-0.1505924032663306,-0.18673248429088954
47,-1.641503387803762,0.5860367813720999,-0.20077137257642214,-0.11699879386300767,-0.11889314861053522
48,-1.7192725833299678,0.5593655585211073,-0.5172281014740032,0.03282935173433332,0.08132447556183721
49,-1.7175784550050812,0.7373430931410915,-0.6709891225930983,0.06073298193921074,0.11404832112040376
50,-1.714153697630387,0.7555837048419926,-0.4596820344827394,0.09228997406233978,0.0850156616802325
51,-1.7428567203384362,0.48124295297744646,-0.4544819360447902,0.23456912331939594,0.15746950747063304
52,-1.7437123241771464,0.6013673927711239,-0.7783133499735814,0.04865141671375531,0.3259761179400513
53,-1.6623075194498755,0.8186354844426239,-0.584574169009275,-0.1691085621947831,0.09998268330613377
54,-1.6546701794934136,0.7812387822331867,-0.642212552062214,-0.18634567101356814,0.10006173427798569
55,-1.6436961085763477,0.713404160571933,-0.7404438745103029,-0.2946767807030887,0.108452427604408
56,-1.7229701561552249,0.2344452119834751,-0.8367893336006799,-0.30853607874918754,0.1343657552031772
57,-1.7070918085200126,0.8823920215226747,-0.5555317124002539,-0.43471088490144355,0.01605866882563013
58,-1.6557627606217418,0.8338446070316288,-0.7637524908396391,-0.5789740671965455,0.01898289650034009
59,-1.5191297658418323,1.0854590288511006,-0.9878202837320434,-0.6584684283105726,-0.0747937972588406
60,-1.4530027648076258,0.9209345518636544,-0.7863700595337146,-0.7270349015668437,-0.16585869909087142
61,-1.4053194358056393,0.848596164551977,-0.9015700177155734,-0.759487259670955,-0.15613774750965345
62,-1.4068123233909766,0.6649485608657361,-0.7992311811208584,-0.7623852301453747,-0.20800887481909405
63,-1.30087192534106,0.306266956607849,-0.5015037450149565,-0.7556337447818711,-0.2837090092585801
64,-1.3027463224680833,0.10976374542978366,-0.5990951049558931,-0.6665472105262565,-0.21555530850203902
65,-1.1748296042148356,0.745191914818598,-0.9575750779749156,-0.5032562878515062,-0.09866037080005101
66,-1.141761223897229,0.7858758082271866,-0.9952612433050348,-0.43656707311527704,-0.07034262296326164
67,-1.1772757264016989,0.6537170627422476,-1.0104319993433972,-0.3137227966616448,-0.010472412445242925
68,-1.0519689971740127,0.9940743628870521,-0.9823817851182076,-0.371908779282841,-0.12086798129751153
69,-1.0279804811601558,0.09064267719052388,-0.5338778267636419,-0.2760353144383836,-0.13181078729075202
70,-0.882331986352041,0.5667381184872957,-0.9696809725510185,-0.2610943693418974,-0.05851336002937857
71,-0.6709150853743,0.23144777058363641,-0.7164760747497405,-0.14588744697021502,-0.13490444874136118
72,-0.6946752207470849,-0.04195851066458663,-0.19798236020658033,-0.10789515608814687,-0.23636464061345153
73,-0.5140179897518745,0.42597981818411307,-0.8257555193709101,-0.17870361830198414,-0.15124477322296206
74,-0.5476278008758138,0.6183530270338763,-0.7777658587908067,-0.1463434222020183,-0.11170564118928306
75,-0.5612645754351956,0.19984474377758613,-0.3837752853666116,-0.18811729937758756,-0.25858552801037915
76,-0.468106412405479,0.74346978465396,-0.7822962202249134,-0.19457529150924402,-0.1618401894582194
