model_label,n_obs,r2,adj_r2,aic,bic,f_stat,f_pvalue,oos_rmse_60,oos_rmse_70,oos_rmse_80,oos_rmse_90
Sharpe_statements_zscore__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_consensus_ev2.0,151,0.968,0.9667,191.65,212.77,1008.3172,0.0,,,0.542968,
Sharpe_statements_zscore__4e_total_interactions_ev2.0,151,0.9834,0.9821,102.81,139.02,1180.8596,0.0,,,0.295724,
Sharpe_statements_zscore__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4g_novelty_ev2.0,150,0.9674,0.966,191.27,212.34,1021.1839,0.0,,,0.518529,
Sharpe_statements_zscore__4a_total_sent_ev2.5,151,0.9707,0.9694,178.62,199.74,1141.4115,0.0,,,0.472682,
Sharpe_statements_zscore__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_consensus_ev2.5,151,0.968,0.9667,191.65,212.77,1008.3172,0.0,,,0.542968,
Sharpe_statements_zscore__4e_total_interactions_ev2.5,151,0.9834,0.9821,102.81,139.02,1180.8596,0.0,,,0.295724,
Sharpe_statements_zscore__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4g_novelty_ev2.5,150,0.9674,0.966,191.27,212.34,1021.1839,0.0,,,0.518529,
Sharpe_statements_zscore__4a_total_sent_ev3.0,151,0.9707,0.9694,178.62,199.74,1141.4115,0.0,,,0.472682,
Sharpe_statements_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4b_consensus_ev3.0,151,0.968,0.9667,191.65,212.77,1008.3172,0.0,,,0.542968,
Sharpe_statements_zscore__4e_total_interactions_ev3.0,151,0.9834,0.9821,102.81,139.02,1180.8596,0.0,,,0.295724,
Sharpe_statements_zscore__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_statements_zscore__4g_novelty_ev3.0,150,0.9674,0.966,191.27,212.34,1021.1839,0.0,,,0.518529,
Sharpe_minutes_wordcount__4a_total_sent_ev1.0,151,0.9699,0.9686,182.6,203.72,969.8326,0.0,,,0.511724,
Sharpe_minutes_wordcount__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_consensus_ev1.0,151,0.9707,0.9695,178.51,199.63,1168.891,0.0,,,0.464212,
Sharpe_minutes_wordcount__4e_total_interactions_ev1.0,151,0.9737,0.9716,172.12,208.32,515.6556,0.0,,,0.581367,
Sharpe_minutes_wordcount__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4g_novelty_ev1.0,150,0.9674,0.966,191.45,212.53,994.0943,0.0,,,0.519993,
Sharpe_minutes_wordcount__4a_total_sent_ev1.5,151,0.9699,0.9686,182.6,203.72,969.8326,0.0,,,0.511724,
Sharpe_minutes_wordcount__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_consensus_ev1.5,151,0.9707,0.9695,178.51,199.63,1168.891,0.0,,,0.464212,
Sharpe_minutes_wordcount__4e_total_interactions_ev1.5,151,0.9737,0.9716,172.12,208.32,515.6556,0.0,,,0.581367,
Sharpe_minutes_wordcount__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4g_novelty_ev1.5,150,0.9674,0.966,191.45,212.53,994.0943,0.0,,,0.519993,
Sharpe_minutes_wordcount__4a_total_sent_ev2.0,151,0.9699,0.9686,182.6,203.72,969.8326,0.0,,,0.511724,
Sharpe_minutes_wordcount__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_consensus_ev2.0,151,0.9707,0.9695,178.51,199.63,1168.891,0.0,,,0.464212,
Sharpe_minutes_wordcount__4e_total_interactions_ev2.0,151,0.9737,0.9716,172.12,208.32,515.6556,0.0,,,0.581367,
Sharpe_minutes_wordcount__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4g_novelty_ev2.0,150,0.9674,0.966,191.45,212.53,994.0943,0.0,,,0.519993,
Sharpe_minutes_wordcount__4a_total_sent_ev2.5,151,0.9699,0.9686,182.6,203.72,969.8326,0.0,,,0.511724,
Sharpe_minutes_wordcount__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_consensus_ev2.5,151,0.9707,0.9695,178.51,199.63,1168.891,0.0,,,0.464212,
Sharpe_minutes_wordcount__4e_total_interactions_ev2.5,151,0.9737,0.9716,172.12,208.32,515.6556,0.0,,,0.581367,
Sharpe_minutes_wordcount__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4g_novelty_ev2.5,150,0.9674,0.966,191.45,212.53,994.0943,0.0,,,0.519993,
Sharpe_minutes_wordcount__4a_total_sent_ev3.0,151,0.9699,0.9686,182.6,203.72,969.8326,0.0,,,0.511724,
Sharpe_minutes_wordcount__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4b_consensus_ev3.0,151,0.9707,0.9695,178.51,199.63,1168.891,0.0,,,0.464212,
Sharpe_minutes_wordcount__4e_total_interactions_ev3.0,151,0.9737,0.9716,172.12,208.32,515.6556,0.0,,,0.581367,
Sharpe_minutes_wordcount__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_wordcount__4g_novelty_ev3.0,150,0.9674,0.966,191.45,212.53,994.0943,0.0,,,0.519993,
Sharpe_minutes_zscore__4a_total_sent_ev1.0,151,0.9682,0.9668,190.97,212.09,983.1583,0.0,,,0.538618,
Sharpe_minutes_zscore__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_consensus_ev1.0,151,0.9688,0.9675,187.79,208.91,1058.3195,0.0,,,0.513636,
Sharpe_minutes_zscore__4e_total_interactions_ev1.0,151,0.9717,0.9695,183.13,219.34,670.3877,0.0,,,0.537609,
Sharpe_minutes_zscore__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4g_novelty_ev1.0,150,0.9673,0.966,191.51,212.58,1007.4986,0.0,,,0.518812,
Sharpe_minutes_zscore__4a_total_sent_ev1.5,151,0.9682,0.9668,190.97,212.09,983.1583,0.0,,,0.538618,
Sharpe_minutes_zscore__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_consensus_ev1.5,151,0.9688,0.9675,187.79,208.91,1058.3195,0.0,,,0.513636,
Sharpe_minutes_zscore__4e_total_interactions_ev1.5,151,0.9717,0.9695,183.13,219.34,670.3876,0.0,,,0.537609,
Sharpe_minutes_zscore__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4g_novelty_ev1.5,150,0.9673,0.966,191.51,212.58,1007.4986,0.0,,,0.518812,
Sharpe_minutes_zscore__4a_total_sent_ev2.0,151,0.9682,0.9668,190.97,212.09,983.1583,0.0,,,0.538618,
Sharpe_minutes_zscore__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_consensus_ev2.0,151,0.9688,0.9675,187.79,208.91,1058.3195,0.0,,,0.513636,
Sharpe_minutes_zscore__4e_total_interactions_ev2.0,151,0.9717,0.9695,183.13,219.34,670.3876,0.0,,,0.537609,
Sharpe_minutes_zscore__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4g_novelty_ev2.0,150,0.9673,0.966,191.51,212.58,1007.4986,0.0,,,0.518812,
Sharpe_minutes_zscore__4a_total_sent_ev2.5,151,0.9682,0.9668,190.97,212.09,983.1583,0.0,,,0.538618,
Sharpe_minutes_zscore__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_consensus_ev2.5,151,0.9688,0.9675,187.79,208.91,1058.3195,0.0,,,0.513636,
Sharpe_minutes_zscore__4e_total_interactions_ev2.5,151,0.9717,0.9695,183.13,219.34,670.3876,0.0,,,0.537609,
Sharpe_minutes_zscore__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4g_novelty_ev2.5,150,0.9673,0.966,191.51,212.58,1007.4986,0.0,,,0.518812,
Sharpe_minutes_zscore__4a_total_sent_ev3.0,151,0.9682,0.9668,190.97,212.09,983.1583,0.0,,,0.538618,
Sharpe_minutes_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4b_consensus_ev3.0,151,0.9688,0.9675,187.79,208.91,1058.3195,0.0,,,0.513636,
Sharpe_minutes_zscore__4e_total_interactions_ev3.0,151,0.9717,0.9695,183.13,219.34,670.3877,0.0,,,0.537609,
Sharpe_minutes_zscore__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_minutes_zscore__4g_novelty_ev3.0,150,0.9673,0.966,191.51,212.58,1007.4986,0.0,,,0.518812,
Sharpe_speeches_wordcount__4a_total_sent_ev1.0,151,0.9681,0.9667,191.42,212.54,1049.2499,0.0,,,0.533986,
Sharpe_speeches_wordcount__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_consensus_ev1.0,151,0.9684,0.967,190.03,211.15,1023.9067,0.0,,,0.52505,
Sharpe_speeches_wordcount__4e_total_interactions_ev1.0,151,0.9755,0.9735,161.66,197.87,743.1355,0.0,,,0.561889,
Sharpe_speeches_wordcount__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4g_novelty_ev1.0,150,0.9674,0.966,191.18,212.25,1008.2526,0.0,,,0.518159,
Sharpe_speeches_wordcount__4a_total_sent_ev1.5,151,0.9681,0.9667,191.42,212.54,1049.2499,0.0,,,0.533986,
Sharpe_speeches_wordcount__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_consensus_ev1.5,151,0.9684,0.967,190.03,211.15,1023.9067,0.0,,,0.52505,
Sharpe_speeches_wordcount__4e_total_interactions_ev1.5,151,0.9755,0.9735,161.66,197.87,743.1355,0.0,,,0.561889,
Sharpe_speeches_wordcount__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4g_novelty_ev1.5,150,0.9674,0.966,191.18,212.25,1008.2526,0.0,,,0.518159,
Sharpe_speeches_wordcount__4a_total_sent_ev2.0,151,0.9681,0.9667,191.42,212.54,1049.2499,0.0,,,0.533986,
Sharpe_speeches_wordcount__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_consensus_ev2.0,151,0.9684,0.967,190.03,211.15,1023.9067,0.0,,,0.52505,
Sharpe_speeches_wordcount__4e_total_interactions_ev2.0,151,0.9755,0.9735,161.66,197.87,743.1355,0.0,,,0.561889,
Sharpe_speeches_wordcount__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4g_novelty_ev2.0,150,0.9674,0.966,191.18,212.25,1008.2526,0.0,,,0.518159,
Sharpe_speeches_wordcount__4a_total_sent_ev2.5,151,0.9681,0.9667,191.42,212.54,1049.2499,0.0,,,0.533986,
Sharpe_speeches_wordcount__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_consensus_ev2.5,151,0.9684,0.967,190.03,211.15,1023.9067,0.0,,,0.52505,
Sharpe_speeches_wordcount__4e_total_interactions_ev2.5,151,0.9755,0.9735,161.66,197.87,743.1355,0.0,,,0.561889,
Sharpe_speeches_wordcount__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4g_novelty_ev2.5,150,0.9674,0.966,191.18,212.25,1008.2526,0.0,,,0.518159,
Sharpe_speeches_wordcount__4a_total_sent_ev3.0,151,0.9681,0.9667,191.42,212.54,1049.2499,0.0,,,0.533986,
Sharpe_speeches_wordcount__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4b_consensus_ev3.0,151,0.9684,0.967,190.03,211.15,1023.9067,0.0,,,0.52505,
Sharpe_speeches_wordcount__4e_total_interactions_ev3.0,151,0.9755,0.9735,161.66,197.87,743.1355,0.0,,,0.561889,
Sharpe_speeches_wordcount__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_wordcount__4g_novelty_ev3.0,150,0.9674,0.966,191.18,212.25,1008.2526,0.0,,,0.518159,
Sharpe_speeches_zscore__4a_total_sent_ev1.0,151,0.9682,0.9669,190.82,211.94,1016.6128,0.0,,,0.533481,
Sharpe_speeches_zscore__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_consensus_ev1.0,151,0.9681,0.9668,191.35,212.47,1023.1536,0.0,,,0.535124,
Sharpe_speeches_zscore__4e_total_interactions_ev1.0,151,0.9699,0.9675,192.47,228.68,639.9563,0.0,,,0.525055,
Sharpe_speeches_zscore__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4g_novelty_ev1.0,150,0.9675,0.9662,190.67,211.74,1001.5294,0.0,,,0.518579,
Sharpe_speeches_zscore__4a_total_sent_ev1.5,151,0.9682,0.9669,190.82,211.94,1016.6128,0.0,,,0.533481,
Sharpe_speeches_zscore__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_consensus_ev1.5,151,0.9681,0.9668,191.35,212.47,1023.1536,0.0,,,0.535124,
Sharpe_speeches_zscore__4e_total_interactions_ev1.5,151,0.9699,0.9675,192.47,228.68,639.9563,0.0,,,0.525055,
Sharpe_speeches_zscore__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4g_novelty_ev1.5,150,0.9675,0.9662,190.67,211.74,1001.5294,0.0,,,0.518579,
Sharpe_speeches_zscore__4a_total_sent_ev2.0,151,0.9682,0.9669,190.82,211.94,1016.6128,0.0,,,0.533481,
Sharpe_speeches_zscore__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_consensus_ev2.0,151,0.9681,0.9668,191.35,212.47,1023.1536,0.0,,,0.535124,
Sharpe_speeches_zscore__4e_total_interactions_ev2.0,151,0.9699,0.9675,192.47,228.68,639.9563,0.0,,,0.525055,
Sharpe_speeches_zscore__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4g_novelty_ev2.0,150,0.9675,0.9662,190.67,211.74,1001.5294,0.0,,,0.518579,
Sharpe_speeches_zscore__4a_total_sent_ev2.5,151,0.9682,0.9669,190.82,211.94,1016.6128,0.0,,,0.533481,
Sharpe_speeches_zscore__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sd_var_joint_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_consensus_ev2.5,151,0.9681,0.9668,191.35,212.47,1023.1536,0.0,,,0.535124,
Sharpe_speeches_zscore__4e_total_interactions_ev2.5,151,0.9699,0.9675,192.47,228.68,639.9563,0.0,,,0.525055,
Sharpe_speeches_zscore__4f_matched_interactions_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4g_novelty_ev2.5,150,0.9675,0.9662,190.67,211.74,1001.5294,0.0,,,0.518579,
Sharpe_speeches_zscore__4a_total_sent_ev3.0,151,0.9682,0.9669,190.82,211.94,1016.6128,0.0,,,0.533481,
Sharpe_speeches_zscore__4b_sent_sd_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sent_var_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_sd_var_joint_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4b_consensus_ev3.0,151,0.9681,0.9668,191.35,212.47,1023.1536,0.0,,,0.535124,
Sharpe_speeches_zscore__4e_total_interactions_ev3.0,151,0.9699,0.9675,192.47,228.68,639.9563,0.0,,,0.525055,
Sharpe_speeches_zscore__4f_matched_interactions_ev3.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_speeches_zscore__4g_novelty_ev3.0,150,0.9675,0.9662,190.67,211.74,1001.5294,0.0,,,0.518579,
Sharpe_press_conferences_wordcount__4a_total_sent_ev1.0,118,0.9705,0.9689,147.9,167.29,820.9729,0.0,,,0.554273,
Sharpe_press_conferences_wordcount__4b_sent_sd_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sent_var_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sd_var_joint_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_consensus_ev1.0,118,0.9697,0.968,151.21,170.61,867.5711,0.0,,,0.566648,
Sharpe_press_conferences_wordcount__4e_total_interactions_ev1.0,118,0.9792,0.9771,116.62,149.87,575.7254,0.0,,,0.551576,
Sharpe_press_conferences_wordcount__4f_matched_interactions_ev1.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4g_novelty_ev1.0,117,0.9684,0.9667,155.06,174.4,844.0269,0.0,,,0.567476,
Sharpe_press_conferences_wordcount__4a_total_sent_ev1.5,118,0.9705,0.9689,147.9,167.29,820.9729,0.0,,,0.554273,
Sharpe_press_conferences_wordcount__4b_sent_sd_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sent_var_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sd_var_joint_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_consensus_ev1.5,118,0.9697,0.968,151.21,170.61,867.5711,0.0,,,0.566648,
Sharpe_press_conferences_wordcount__4e_total_interactions_ev1.5,118,0.9792,0.9771,116.62,149.87,575.7254,0.0,,,0.551576,
Sharpe_press_conferences_wordcount__4f_matched_interactions_ev1.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4g_novelty_ev1.5,117,0.9684,0.9667,155.06,174.4,844.0269,0.0,,,0.567476,
Sharpe_press_conferences_wordcount__4a_total_sent_ev2.0,118,0.9705,0.9689,147.9,167.29,820.9729,0.0,,,0.554273,
Sharpe_press_conferences_wordcount__4b_sent_sd_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sent_var_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sd_var_joint_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_consensus_ev2.0,118,0.9697,0.968,151.21,170.61,867.5711,0.0,,,0.566648,
Sharpe_press_conferences_wordcount__4e_total_interactions_ev2.0,118,0.9792,0.9771,116.62,149.87,575.7254,0.0,,,0.551576,
Sharpe_press_conferences_wordcount__4f_matched_interactions_ev2.0,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4g_novelty_ev2.0,117,0.9684,0.9667,155.06,174.4,844.0269,0.0,,,0.567476,
Sharpe_press_conferences_wordcount__4a_total_sent_ev2.5,118,0.9705,0.9689,147.9,167.29,820.9729,0.0,,,0.554273,
Sharpe_press_conferences_wordcount__4b_sent_sd_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
Sharpe_press_conferences_wordcount__4b_sent_var_ev2.5,151,0.968,0.9669,189.71,207.81,1225.8998,0.0,,,0.534327,
