date,meeting_date,doc_type,speaker_types,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2016-03-16,2016-03-16,statements,,-0.42954902523150656,-0.44221740549628874,-0.41532192123360306,1.107192208443753
2016-03-16,2016-04-27,minutes,,-0.2738734101446024,-0.22463264815109393,-0.286243951158674,-0.7047296795803094
2016-03-16,2016-03-16,press_conferences,,-0.1933919858005209,-0.07955014935807586,-0.23170161348318127,-0.8757807671356077
2016-04-27,2016-04-27,speech,{'unknown'},-0.14802307971308634,-0.1519334531121958,-0.14329182440450858,-0.3714959006251894
2016-04-27,2016-04-27,statements,,-0.4289094254733111,-0.44203026925588096,-0.4145311517179947,1.1112295779581116
2016-04-27,2016-06-15,minutes,,-0.20720418663375023,-0.2960784314051654,-0.16939078108168873,0.09783456581615738
2016-06-15,2016-06-15,statements,,-0.4182108355688089,-0.44113585355540236,-0.4004036693655187,1.1092599540657713
2016-06-15,2016-07-27,minutes,,-0.21617826279539193,-0.31307723796959525,-0.17516232092520842,0.17028381206811732
2016-06-15,2016-06-15,speech,{'unknown'},0.3487544650045362,0.28864304350254466,0.3635437521363239,-0.3062653039173897
2016-06-15,2016-06-15,press_conferences,,-0.22709203991964946,-0.22251393072313572,-0.22379341022522295,-0.4113302073122875
2016-07-27,2016-07-27,statements,,-0.42891694467032604,-0.441385800223471,-0.41478928409703053,1.1112679579689175
2016-07-27,2016-07-27,speech,{'unknown'},-0.1551560304544673,0.1991152491342982,-0.28425761397029786,-1.544885844112877
2016-07-27,2016-09-21,minutes,,-0.18534621282643754,-0.295323988421679,-0.14010684981973667,0.16611884802052568
2016-09-21,2016-09-21,press_conferences,,-0.0837078596533141,-0.18498878789686082,-0.043967137334577924,-0.03701585709836918
2016-09-21,2016-09-21,statements,,-0.42372194518316125,-0.4415916520653211,-0.4076544595336287,1.1124970841941564
2016-09-21,2016-09-21,speech,{'unknown'},-0.06232862115976667,0.18341149746520774,-0.1528837259470986,-1.066818416390929
2016-09-21,2016-11-02,minutes,,-0.18435644506036264,-0.2948346048611872,-0.13893723161680369,0.1660120401677751
2016-11-02,2016-12-14,minutes,,-0.1892191563111424,-0.36806906045369653,-0.1181062648347224,0.5954567367856785
2016-11-02,2016-11-02,speech,{'unknown'},0.5708610877930844,1.5302148055918168,0.1991957444802979,-1.3318217116491864
2016-11-02,2016-11-02,statements,,-0.42529133025417964,-0.44424225558136493,-0.4084963333097576,1.114402272946862
2016-12-14,2016-12-14,press_conferences,,-0.1692445431363492,-0.0016860258551390133,-0.22827030268188608,-1.0366021092731026
2016-12-14,2017-02-01,minutes,,-0.20995438721839066,-0.3703920383056651,-0.1449706896889334,0.5553604314771666
2016-12-14,2016-12-14,statements,,-0.43500404079431265,-0.44370596633354237,-0.4218244818009124,1.113386660724087
2016-12-14,2016-12-14,speech,{'unknown'},0.411357152968985,0.36971244304149253,0.41761538083688027,-0.3460178313097645
2017-02-01,2017-02-01,statements,,-0.43580135876831283,-0.4444133058311495,-0.4226454535291663,1.1124061318802116
2017-02-01,2017-03-15,minutes,,-0.12703744141560988,-0.35123450543726886,-0.040007320520161545,0.5878324769690368
2017-02-01,2017-02-01,speech,{'unknown'},0.3204536364695764,0.2236192070972309,0.3494955770631625,-0.2522914817593607
2017-03-15,2017-05-03,minutes,,-0.1792531131422796,-0.29604502351618267,-0.1313343339940964,0.17703173260805252
2017-03-15,2017-03-15,speech,{'unknown'},0.140464830257904,-0.03569052021365512,0.20338071361083082,-0.022514368278721122
2017-03-15,2017-03-15,press_conferences,,-0.1640966772891832,-0.37029666571835923,-0.0829608075935901,0.6370965576114906
2017-03-15,2017-03-15,statements,,-0.4376507674198284,-0.4442440877679435,-0.4251788894733254,1.1122588099827613
2017-05-03,2017-05-03,statements,,-0.4370395295509057,-0.4436206081192988,-0.42459044326141243,1.1093422391066667
2017-05-03,2017-06-14,minutes,,-0.23978185279010444,-0.38706256878580825,-0.17902081610026285,0.6166561307540731
2017-05-03,2017-05-03,speech,{'unknown'},0.5117146849602855,0.658658760641922,0.44486034517989503,-0.5929688024189335
2017-06-14,2017-06-14,press_conferences,,-0.20459069164983704,-0.33230600270751187,-0.15195492518323286,0.3120949927930089
2017-06-14,2017-06-14,speech,{'unknown'},0.5898755780607209,0.3972704468864369,0.6487402771071835,-0.18425654329774974
2017-06-14,2017-06-14,statements,,-0.43963950694799425,-0.44541250940612254,-0.4274283794378086,1.1101510805807977
2017-06-14,2017-07-26,minutes,,-0.2778396574937577,-0.36986798828085815,-0.23694022322367034,0.3457455273005455
2017-07-26,2017-07-26,statements,,-0.4388605291575853,-0.44438568357118613,-0.4267633976306968,1.1076175744602779
2017-07-26,2017-07-26,speech,{'unknown'},0.24949008377303056,0.3069483286817371,0.22221794398335193,-0.5158229575705183
2017-07-26,2017-09-20,minutes,,-0.27239949054524687,-0.36979305873401286,-0.2296060338578964,0.3642084371591392
2017-09-20,2017-09-20,statements,,-0.43392829465855803,-0.4445370352529904,-0.42003741491389934,1.1071720519263368
2017-09-20,2017-09-20,speech,{'unknown'},0.17813616843193303,0.32784216020886714,0.11784324994642895,-0.6937451608625964
2017-09-20,2017-11-01,minutes,,-0.23540796257065436,-0.350917431677853,-0.18664426854059885,0.3386592044921769
2017-09-20,2017-09-20,press_conferences,,-0.240363166219754,-0.10526535244248858,-0.28562514673189915,-1.087871978569101
2017-11-01,2017-12-13,minutes,,-0.2767782640055719,-0.3317419751652684,-0.24980874475803022,0.021384850119673966
2017-11-01,2017-11-01,statements,,-0.4391561584253168,-0.44473852774642064,-0.4270269598058919,1.1104040347382556
2017-11-01,2017-11-01,speech,{'unknown'},0.43880205898912367,0.44507839122525816,0.4264244002873246,-0.4322859267498323
2017-12-13,2017-12-13,statements,,-0.4399571198581351,-0.445545968118991,-0.4278154787495291,1.109600211914925
2017-12-13,2017-12-13,press_conferences,,-0.11304228589035584,-0.12273030965240402,-0.10682359580427181,-0.37945256984155756
2017-12-13,2017-12-13,speech,{'unknown'},0.21904294636257038,-0.12259056436466252,0.3423895997726442,0.2719048708127122
2017-12-13,2018-01-31,minutes,,-0.21374773916027137,-0.35040236764883514,-0.15752557206771242,0.39969767955441826
2018-01-31,2018-01-31,speech,{'unknown'},-0.2610222076297548,-0.23587508674552912,-0.26449541677946425,-0.5528648296144807
2018-01-31,2018-01-31,statements,,-0.44043443275964694,-0.4449799480773013,-0.4286481247383326,1.1115339650553695
2018-01-31,2018-03-21,minutes,,-0.08007977189639301,-0.3300760954832971,0.01566957315894822,0.5477516069149905
2018-03-21,2018-03-21,statements,,-0.44015891011561287,-0.4440945547267366,-0.4285960607078461,1.1084183164651977
2018-03-21,2018-03-21,press_conferences,,-0.23812582751838388,-0.2908033910806719,-0.21288017480094437,-0.0793176242593876
2018-03-21,2018-05-02,minutes,,-0.2643824185646158,-0.4242055072892158,-0.19827557943083898,0.909360907813729
2018-03-21,2018-03-21,speech,{'unknown'},0.07592119812118259,-0.2515325362423233,0.1972393451757813,0.4521452140004748
2018-05-02,2018-05-02,statements,,-0.4453475773729259,-0.44268228820299216,-0.43611855567207214,1.1052610141125792
