date,meeting_date,doc_type,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2013-09-18,2013-10-30,minutes,0.5572758199133749,0.5616512501015289,0.35229742732313407,-0.29748641308385454
2013-10-30,2013-12-18,minutes,0.7759659892906406,-1.0445955161782037,1.1788149416349685,1.2014591604457263
2013-12-18,2014-01-29,minutes,1.2906312592246578,0.36979312775162804,1.1611275748904621,0.1052990902265824
2014-01-29,2014-03-19,minutes,1.2693278928878793,0.5683844088804326,1.0691857142896797,-0.03857685832617334
2014-03-19,2014-04-30,minutes,0.656528288867783,0.5637717429860083,0.45537415354773636,-0.25219469413789447
2014-04-30,2014-06-18,minutes,-1.2817238434153746,-0.6582557346545839,-1.0547719176096777,0.07566518142332143
2014-06-18,2014-07-30,minutes,0.8118552284204558,-0.8562370777135405,1.1421306433133118,1.0227050938954336
2014-07-30,2014-09-17,minutes,1.7685379342944603,-0.8474518514870596,2.103714914074341,1.1250617924236823
2014-09-17,2014-10-29,minutes,0.7735066542816775,-0.6346080505225649,1.0066453417392756,0.8041573355069669
2014-10-29,2014-12-17,minutes,0.4724585229363092,-0.21935787126629624,0.5527394894171427,0.3480761147506931
2014-12-17,2015-01-28,minutes,0.17391955569528936,-0.011850396532421962,0.1786194990534661,0.0514861355224601
2015-01-28,2015-03-18,minutes,1.434730585765519,-0.4265678145250941,1.5914629909728408,0.7464081202544968
2015-03-18,2015-04-29,minutes,1.1151702097712635,-0.42375405132756205,1.2651543643802894,0.6852014095071752
2015-04-29,2015-06-17,minutes,-0.2251848360539466,0.6256781663993396,-0.4445473168099824,-0.7288501579367359
2015-06-17,2015-07-29,minutes,1.035615641088365,-0.009233013836202284,1.0359070477749575,0.3354672285120223
2015-07-29,2015-09-17,minutes,1.3202730783655146,-0.009183247501934251,1.31971129188859,0.40856637407114
2015-09-17,2015-10-28,minutes,0.7845453268799436,-0.22150622183084018,0.8590376712125732,0.4433502618365132
2015-10-28,2015-12-16,minutes,1.2214150354101443,1.060520787524486,0.8511349526888322,-0.3609192101047883
2015-12-16,2016-01-27,minutes,-0.1956137713816427,-0.6579813779856355,0.03184284734354516,0.5855012863831668
2016-01-27,2016-03-16,minutes,0.5466318531012662,-0.22512832855836806,0.6250640043904998,0.37959395477895885
2016-03-16,2016-04-27,minutes,-0.796081322920471,1.0663813428116045,-1.165265792215643,-1.5578882796477034
2016-04-27,2016-06-15,minutes,0.17949557050991588,0.19517411291288173,0.11141957946011134,-0.12225696350816867
2016-06-15,2016-07-27,minutes,0.028752260582386318,-0.021815534649494293,0.03619728195886482,0.011333404384423871
2016-07-27,2016-09-21,minutes,0.4803380808019735,0.19536514342895395,0.41119910595337966,-0.0007793842815166741
2016-09-21,2016-11-02,minutes,0.4774276444006016,0.1943682109388486,0.4088333365828894,-0.0007755551219440572
2016-11-02,2016-12-14,minutes,0.3986979546539497,-0.683298582977745,0.6334996914698419,0.765372281359956
