date,meeting_date,doc_type,speaker_types,sharpe_positive,sharpe_negative,sharpe_net,sharpe_consensus
2016-04-27,2016-06-15,minutes,,0.00512317418792239,0.0008720296490080662,0.004251144538914323,7.729353707116951e-05
2016-06-15,2016-06-15,statements,,0.00909090909090909,0.0,0.00909090909090909,0.0018181818181818182
2016-06-15,2016-07-27,minutes,,0.005472455308281649,0.000851270825732701,0.004621184482548948,8.886893235671053e-05
2016-06-15,2016-06-15,speech,{'unknown'},0.008603682595352916,0.0021920210434020165,0.006411661551950899,3.2546505339852276e-05
2016-06-15,2016-06-15,press_conferences,,0.006338443396226415,0.001768867924528302,0.004569575471698113,8.308319039451114e-05
2016-07-27,2016-07-27,statements,,0.0052173913043478265,0.0,0.0052173913043478265,0.0017391304347826088
2016-07-27,2016-07-27,speech,{'unknown'},0.006450882752376641,0.003961068356722499,0.002489814395654142,2.7063199952762415e-05
2016-07-27,2016-09-21,minutes,,0.005043512658227848,0.0007911392405063291,0.004252373417721519,7.207412572409353e-05
2016-09-21,2016-09-21,press_conferences,,0.0089862042779395,0.0017719276041007468,0.007214276673838754,8.48738432216324e-05
2016-09-21,2016-09-21,statements,,0.0065252854812398045,0.0,0.0065252854812398045,0.0016313213703099511
2016-09-21,2016-09-21,speech,{'unknown'},0.0077559462254395035,0.003516028955532575,0.004239917269906929,3.8898323577127785e-05
2016-09-21,2016-11-02,minutes,,0.005815942524803284,0.0009123047097730642,0.00490363781503022,8.311250533949525e-05
2016-11-02,2016-12-14,minutes,,0.005481254110940584,0.0004385003288752467,0.005042753782065337,9.338432929750623e-05
2016-11-02,2016-11-02,speech,{'unknown'},0.006737540628385699,0.0036226977248104007,0.003114842903575298,1.0179225175082673e-05
2016-11-02,2016-11-02,statements,,0.006589785831960461,0.0,0.006589785831960461,0.0016474464579901153
2016-12-14,2016-12-14,press_conferences,,0.008524072612470403,0.0037884767166535124,0.004735595895816891,6.071276789508834e-05
2016-12-14,2017-02-01,minutes,,0.0055717054263565895,0.00048449612403100775,0.005087209302325582,0.00010174418604651162
